City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
408,remire-montjoly,4.9167,-52.2667,26.02,94,20,0.51,GF,1703904352
409,ain sefra,32.75,-0.5833,8.32,29,75,1.05,DZ,1703904352
410,grand falls-windsor,48.9332,-55.6649,-3.61,89,100,1.79,CA,1703904352
411,mukalla,14.5425,49.1242,21.5,83,88,1.62,YE,1703904353
412,otra banda,18.6502,-68.6628,22.71,87,0,1.71,DO,1703904353
413,deniliquin,-35.5333,144.9667,24.3,29,20,6.29,AU,1703904353
414,mata-utu,-13.2816,-176.1745,28.79,74,82,4.76,WF,1703904353
415,kirakira,-10.4544,161.9205,30.42,71,86,3.12,SB,1703904353
416,steinbach,50.1667,8.5667,9.1,82,20,7.2,DE,1703904354
417,mwinilunga,-11.7358,24.4293,17.17,96,99,1.77,ZM,1703904354
418,ancud,-41.8697,-73.8203,11.23,84,0,1.66,CL,1703904354
419,cabedelo,-6.9811,-34.8339,24.37,75,85,3.24,BR,1703904238
420,gamay,12.3854,125.2979,27.01,92,96,4.09,PH,1703904354
421,tralee,52.2704,-9.7026,7.01,96,100,4.73,IE,1703904355
422,beverungen,51.6667,9.3667,6.29,85,74,7.75,DE,1703904355
423,southside,33.9245,-86.0225,5.86,84,93,2.13,US,1703904355
424,kidal,18.4411,1.4078,17.66,18,0,2.53,ML,1703904355
425,russkaya polyana,49.417,31.9201,4.04,87,95,3.84,UA,1703904356
426,broome,42.2506,-75.833,4.83,93,100,2.06,US,1703904356
427,port-vila,-17.7338,168.3219,25.78,100,100,2.06,VU,1703904356
428,faya-largeau,17.9257,19.1043,15.79,27,0,6.6,TD,1703904356
429,salinopolis,-0.6136,-47.3561,26.52,87,69,4.17,BR,1703904276
430,taoudenni,22.6783,-3.9836,14.94,28,8,4.02,ML,1703904354
431,berdigestyakh,62.0989,126.6992,-45.11,100,91,1.24,RU,1703904357
432,neelankarai,12.9455,80.2575,25.03,88,40,1.54,IN,1703904357
433,at taj,24.2049,23.2857,10.38,72,0,3.6,LY,1703904357
434,esmeralda,21.8525,-78.1169,21.94,72,100,3.67,CU,1703904358
435,bonthe,7.5264,-12.505,24.25,87,0,1.61,SL,1703904358
436,kalajoki,64.25,23.95,-10.61,93,95,3.55,FI,1703904358
437,tamanrasset,22.785,5.5228,7.95,34,0,2.06,DZ,1703904358
438,el calafate,-50.3408,-72.2768,13.04,65,100,4.69,AR,1703904359
439,qamdo,31.1667,97.2333,-8.59,20,0,0.72,CN,1703904359
440,ingeniero jacobacci,-41.3427,-69.5448,19.81,22,2,1.83,AR,1703904359
441,ciudad lazaro cardenas,17.9583,-102.2,22.53,76,0,1.45,MX,1703904359
442,zhaotong,27.3167,103.7167,8.97,61,0,2.37,CN,1703904360
443,jiuquan,39.7432,98.5174,-2.34,43,7,1.78,CN,1703904360
444,churapcha,62.0025,132.4325,-40.66,97,100,1.21,RU,1703904360
445,huarmey,-10.0681,-78.1522,22.05,85,100,3.11,PE,1703904360
446,sirte,31.2089,16.5887,14.69,56,100,3.82,LY,1703904360
447,st. john's,47.5649,-52.7093,-0.18,95,100,3.58,CA,1703904361
448,tosontsengel,48.7567,98.2839,-20.28,90,93,0.7,MN,1703904361
449,izhevsk,56.85,53.2333,-22.04,100,96,1.79,RU,1703904211
450,karratha,-20.7377,116.8463,38.53,23,10,4.5,AU,1703904361
451,crane,31.3974,-102.3501,8.85,30,0,2.39,US,1703904301
452,puerto santa,-8.9906,-78.6456,21.79,85,98,3.44,PE,1703904353
453,nueil-les-aubiers,46.9377,-0.5887,9.94,95,100,4.42,FR,1703904362
454,qa'en,33.7265,59.1844,1.26,80,0,0.27,IR,1703904362
455,visegrad,43.7847,19.2992,4.43,95,77,1.1,BA,1703904363
456,gogrial,8.5332,28.1004,21.08,32,33,2.37,SS,1703904343
457,batesville,35.7698,-91.641,3.86,85,100,1.54,US,1703904173
458,timmins,48.4669,-81.3331,-8.1,93,100,4.12,CA,1703904301
459,martapura,-3.4167,114.85,30.05,74,40,2.57,ID,1703904364
460,east london,-33.0153,27.9116,20.64,85,94,5.65,ZA,1703904343
461,queenstown,-31.8976,26.8753,17.06,85,87,0.7,ZA,1703904359
462,holualoa,19.6228,-155.9522,24.88,81,75,3.6,US,1703904365
463,haibara-akanedai,34.5333,135.95,9.25,37,21,1.52,JP,1703904365
464,monki,53.405,22.7979,6.49,88,100,6.07,PL,1703904365
465,ironwood,46.4547,-90.171,-4.81,93,0,0.0,US,1703904366
466,baardheere,2.3446,42.2764,25.99,75,23,3.77,SO,1703904366
467,seini,47.75,23.2833,5.9,100,99,1.03,RO,1703904366
468,chengzihe,45.3333,131.0667,-9.06,92,100,1.85,CN,1703904367
469,mossel bay,-34.1831,22.146,18.96,94,100,0.96,ZA,1703904367
470,puerto ayacucho,5.6639,-67.6236,25.16,84,99,1.42,VE,1703904368
471,sarkand,45.41,79.9186,-2.78,88,100,1.25,KZ,1703904368
472,tyre,33.2733,35.1939,14.0,57,0,2.39,LB,1703904368
473,ales,44.1333,4.0833,5.6,84,100,1.63,FR,1703904368
474,shahin dezh,36.6793,46.5669,1.17,69,0,0.66,IR,1703904369
475,pagar alam,-4.0167,103.2667,27.49,70,88,1.67,ID,1703904369
476,nova sintra,14.8667,-24.7167,23.25,70,93,4.29,CV,1703904369
477,irymple,-34.25,142.1667,22.27,46,0,6.55,AU,1703904370
478,yung shue wan,22.2333,114.1167,22.11,69,19,0.45,HK,1703904370
479,duyun,26.2667,107.5167,14.95,72,87,1.14,CN,1703904370
480,kaindy,42.8247,73.6759,-5.83,90,73,2.03,KG,1703904371
481,yarkovo,57.4028,67.0786,-10.2,90,100,8.35,RU,1703904371
482,chui,-33.6971,-53.4616,15.11,63,19,5.68,UY,1703904249
483,bikaner,28.0167,73.3,13.83,51,100,2.92,IN,1703904372
484,winnemucca,40.973,-117.7357,8.03,49,0,4.63,US,1703904372
485,nebraska city,40.6767,-95.8592,0.89,80,0,4.12,US,1703904078
486,manga,11.6636,-1.0731,19.56,18,2,3.8,BF,1703904373
487,trairi,-3.2778,-39.2689,26.5,84,77,3.51,BR,1703904213
488,kenora,49.8167,-94.4337,-3.46,100,100,1.54,CA,1703904315
489,belyy yar,53.6039,91.3903,-6.06,93,100,0.0,RU,1703904374
490,dwarka,22.2394,68.9678,22.34,57,0,3.06,IN,1703904374
491,nuku'alofa,-21.1333,-175.2,29.19,70,40,6.69,TO,1703904374
492,mollendo,-17.0231,-72.0147,21.36,85,99,2.73,PE,1703904374
493,khuzdar,27.7384,66.6434,10.65,34,35,1.52,PK,1703904375
494,kalevala,65.2,31.1667,-12.17,96,99,2.68,RU,1703904375
495,belvedere marittimo,39.6179,15.8617,10.06,80,100,0.56,IT,1703904375
496,prince rupert,54.3161,-130.3201,12.05,80,100,10.29,CA,1703904266
497,phan rang-thap cham,11.5667,108.9833,30.16,56,47,4.88,VN,1703904376
498,letterkenny,54.95,-7.7333,3.16,92,100,2.08,IE,1703904376
499,la'ie,21.6477,-157.9253,26.98,65,45,2.24,US,1703904377
500,mananara,-16.1667,49.7667,24.24,92,100,1.65,MG,1703904377
501,inirida,3.8653,-67.9239,23.76,95,97,1.0,CO,1703904377
502,bodaybo,57.8506,114.1933,-18.86,97,100,0.55,RU,1703904378
503,talalayivka,50.9578,31.9209,3.23,93,100,4.44,UA,1703904189
504,plouguerneau,48.6,-4.5,11.28,93,100,6.69,FR,1703904378
505,conceicao da barra,-18.5933,-39.7322,24.69,84,100,3.42,BR,1703904085
506,bor,56.3567,44.0669,-4.04,96,100,2.74,RU,1703904379
507,fort bragg,35.139,-79.006,7.68,70,100,4.12,US,1703904379
508,mankono,8.0586,-6.1897,21.06,16,0,1.49,CI,1703904379
509,tangalle,6.024,80.7911,26.09,82,95,6.92,LK,1703904380
510,khorol,49.7837,33.2783,3.32,90,100,4.05,UA,1703904380
511,kununurra,-15.7667,128.7333,37.99,39,67,3.09,AU,1703904380
512,fauske,67.2588,15.3918,-3.98,83,71,4.84,NO,1703904381
513,canutama,-6.5339,-64.3831,23.22,98,100,1.1,BR,1703904381
514,geneina,13.45,22.45,15.03,25,2,4.74,SD,1703904381
515,santa barbara,34.7333,-120.0343,12.46,75,0,2.06,US,1703904256
516,sambava,-14.2667,50.1667,25.58,87,100,1.71,MG,1703904382
517,kurumkan,54.3,110.3,-14.93,88,55,1.79,RU,1703904382
518,khandyga,62.6667,135.6,-43.34,99,98,0.69,RU,1703904382
519,zuni pueblo,35.0725,-108.8506,-4.65,35,1,0.79,US,1703904383
520,kiunga,-6.1219,141.2906,34.37,51,91,1.5,PG,1703904383
521,malango,-2.9627,119.9001,28.61,63,53,1.47,ID,1703904383
522,gadzhiyevo,69.2551,33.3362,-16.83,100,97,2.02,RU,1703904384
523,ketchikan,55.3422,-131.6461,11.99,82,100,4.12,US,1703904384
524,sao felix do xingu,-6.6447,-51.995,23.37,95,100,0.64,BR,1703904384
525,parker,32.7668,-97.8003,8.28,54,1,0.89,US,1703904385
526,anloga,5.7947,0.8973,27.24,76,14,2.99,GH,1703904385
527,kudahuvadhoo,2.6708,72.8944,25.87,83,100,2.31,MV,1703904385
528,guarapari,-20.6667,-40.4975,26.61,86,40,3.82,BR,1703904127
529,belogorsk,50.9158,128.4611,-23.0,91,33,2.09,RU,1703904386
530,baykalovo,57.3981,63.7684,-11.11,87,100,9.04,RU,1703904386
531,wynyard,-41.0,145.7167,16.71,42,100,6.07,AU,1703904386
532,monrovia,6.3005,-10.7969,25.65,83,1,0.93,LR,1703904326
533,soio,-6.1349,12.3689,24.86,86,100,0.57,AO,1703904387
534,san felipe,10.3399,-68.7425,22.73,98,96,1.1,VE,1703904387
535,itoman,26.1247,127.6694,25.01,78,75,10.29,JP,1703904388
536,nar'yan-mar,67.6713,53.087,-16.05,97,100,4.02,RU,1703904388
537,casablanca,33.5928,-7.6192,15.74,59,26,3.15,MA,1703903905
538,malvan,16.0667,73.4667,25.1,48,52,2.96,IN,1703904388
539,reno,39.5296,-119.8138,10.81,51,75,1.54,US,1703904389
540,mount pearl,47.5166,-52.7813,-0.64,95,100,2.68,CA,1703904289
541,snovsk,51.8239,31.9428,3.75,93,100,5.41,UA,1703904390
542,santana,-0.0583,-51.1817,29.1,79,20,3.09,BR,1703904390
543,ouadda,8.0777,22.4007,18.48,36,48,2.29,CF,1703904390
544,mugia,43.1041,-9.2179,8.28,81,69,5.54,ES,1703904391
545,santyoku,37.4406,129.1708,8.0,46,99,1.96,KR,1703904391
546,guanica,17.9716,-66.908,24.99,61,9,2.35,PR,1703904391
547,kenai,60.5544,-151.2583,-20.95,84,0,2.57,US,1703904392
548,kavieng,-2.5744,150.7967,28.75,74,100,2.56,PG,1703904392
549,dazhou,31.2159,107.5009,11.62,78,2,0.59,CN,1703904392
550,granada,37.25,-3.25,9.05,42,95,1.37,ES,1703904392
551,san patricio,28.017,-97.5169,13.24,50,0,3.52,US,1703904393
552,mobaye,4.319,21.1786,21.63,45,94,0.56,CF,1703904393
553,tolanaro,-25.0319,46.9987,25.04,88,75,7.2,MG,1703904393
554,sabang,5.8933,95.3214,26.75,84,100,8.83,ID,1703904394
555,santarem,-2.4431,-54.7083,29.07,79,75,2.06,BR,1703904394
556,horovice,49.836,13.9027,9.05,80,100,7.48,CZ,1703904394
557,smithers,54.7804,-127.1743,4.18,81,100,1.54,CA,1703904319
558,namdrik,5.5994,168.1028,28.57,75,89,5.95,MH,1703904395
559,hauterive,46.0901,3.4459,6.11,93,99,1.8,FR,1703904395
560,romblon,12.5751,122.2708,27.38,80,89,6.37,PH,1703904395
561,orapa,-21.2833,25.3667,18.0,80,50,8.77,BW,1703904396
562,masterton,-40.9597,175.6575,22.67,61,78,5.24,NZ,1703904396
563,zeya,53.75,127.2667,-24.73,83,4,0.11,RU,1703904397
564,buka,40.8108,69.1986,-0.89,79,11,1.36,UZ,1703904397
565,mairang,25.5667,91.6333,12.85,61,0,0.7,IN,1703904397
566,thiruvarur,10.7667,79.65,25.66,83,100,4.79,IN,1703904397
567,moultrie,31.1799,-83.7891,3.94,93,0,0.0,US,1703904398
568,galax,36.6612,-80.924,0.75,80,100,3.6,US,1703904277
569,falam,22.9167,93.6833,15.26,63,3,0.94,MM,1703904398
570,wangkui,46.8333,126.5,-13.08,83,100,4.11,CN,1703904399
571,axim,4.8699,-2.2405,26.29,81,0,2.2,GH,1703904399
572,mirnyy,62.5353,113.9611,-30.44,97,100,1.68,RU,1703904399
573,masina,-4.3836,15.3914,21.47,98,100,0.85,CD,1703904399
574,awjilah,29.1081,21.2869,13.0,71,31,2.35,LY,1703904400
575,bandiagara,14.3501,-3.6104,19.49,15,0,3.44,ML,1703904400
576,moranbah,-22.0016,148.0466,37.57,27,0,4.06,AU,1703904400
577,luanda,-8.8368,13.2343,25.0,88,40,1.03,AO,1703904357
578,al khafji,28.4391,48.4913,18.51,65,100,4.58,SA,1703904401
579,mumford,5.2618,-0.759,26.59,80,0,1.24,GH,1703904401
580,sao vicente,-23.9631,-46.3919,33.1,26,100,0.89,BR,1703904128
581,matoury,4.8483,-52.3317,25.98,94,20,0.51,GF,1703904402
582,nantucket,41.2835,-70.0995,8.34,93,75,3.6,US,1703904402
583,doka,13.5167,35.7667,19.94,31,8,3.28,SD,1703904402
584,selfoss,63.9331,-20.9971,-4.42,92,98,3.21,IS,1703904403
585,luna,10.9667,123.2333,28.33,77,99,4.27,PH,1703904403
586,san antonio de pale,-1.4014,5.6325,27.2,79,74,3.42,GQ,1703904398
587,lupane,-18.9315,27.807,18.34,83,97,3.77,ZW,1703904403
588,mar del plata,-38.0023,-57.5575,12.19,76,48,3.09,AR,1703904115
589,kijang,35.2442,129.2139,2.85,46,1,3.76,KR,1703904404
590,mikhaylovsk,45.1283,42.0256,3.12,41,0,1.0,RU,1703904404
591,argo,37.6333,22.7333,9.32,74,85,1.18,GR,1703904404
592,gadarwara,22.9167,78.7833,17.02,53,7,1.84,IN,1703904405
593,la passe,45.5549,-0.8967,7.13,94,83,3.27,FR,1703904405
594,al manaqil,14.2459,32.9891,17.64,29,1,4.72,SD,1703904405
595,castelo,-20.6036,-41.1847,24.34,87,77,2.1,BR,1703904405
